nodesData,years,converter_techs,unitsBuild,unitsUpperLimit
AKL,2014,CCGT,0.0,100.0
AKL,2014,COAL,0.0,100.0
AKL,2014,DIE,0.0,100.0
AKL,2014,GT,0.0,100.0
AKL,2014,OCGT,0.0,100.0
AKL,2015,BIO,0.0,100.0
AKL,2015,CCGT,0.0,100.0
AKL,2015,COAL,0.0,100.0
AKL,2015,DIE,0.0,100.0
AKL,2015,GT,0.0,100.0
AKL,2015,OCGT,0.0,100.0
AKL,2016,BIO,0.0,100.0
AKL,2016,CCGT,0.0,100.0
AKL,2016,COAL,0.0,100.0
AKL,2016,DIE,0.0,100.0
AKL,2016,GT,0.0,100.0
AKL,2016,OCGT,0.0,100.0
AKL,2017,BIO,0.0,100.0
AKL,2017,CCGT,0.0,100.0
AKL,2017,COAL,0.0,100.0
AKL,2017,DIE,0.0,100.0
AKL,2017,GT,0.0,100.0
AKL,2017,OCGT,0.0,100.0
AKL,2018,BIO,0.0,100.0
AKL,2018,CCGT,0.0,100.0
AKL,2018,COAL,0.0,100.0
AKL,2018,DIE,0.0,100.0
AKL,2018,GT,0.0,100.0
AKL,2018,OCGT,0.0,100.0
AKL,2019,BIO,0.0,100.0
AKL,2019,CCGT,0.0,100.0
AKL,2019,COAL,0.0,100.0
AKL,2019,DIE,0.0,100.0
AKL,2019,GT,0.0,100.0
AKL,2019,OCGT,0.0,100.0
AKL,2020,BIO,0.0,100.0
AKL,2020,Battery,0.0,50.0
AKL,2020,CCGT,0.0,100.0
AKL,2020,COAL,0.0,100.0
AKL,2020,DIE,0.0,100.0
AKL,2020,GT,0.0,100.0
AKL,2020,OCGT,0.0,100.0
AKL,2020,pv_central_fixed,0.0,180.66817
AKL,2020,pv_central_track_azimuth,0.0,180.66817
AKL,2020,pv_decentral,0.0,2.2025300000000003
AKL,2020,wind_offshore_floating,0.0,34.72203
AKL,2020,wind_offshore_foundation,0.0,12.56432
AKL,2020,wind_onshore,0.0,7.56917
AKL,2021,BIO,0.0,100.0
AKL,2021,CCGT,0.0,100.0
AKL,2021,COAL,0.0,100.0
AKL,2021,DIE,0.0,100.0
AKL,2021,GT,0.0,100.0
AKL,2021,OCGT,0.0,100.0
AKL,2022,BIO,0.0,100.0
AKL,2022,CCGT,0.0,100.0
AKL,2022,COAL,0.0,100.0
AKL,2022,DIE,0.0,100.0
AKL,2022,GT,0.0,100.0
AKL,2022,OCGT,0.0,100.0
AKL,2023,BIO,0.0,100.0
AKL,2023,CCGT,0.0,100.0
AKL,2023,COAL,0.0,100.0
AKL,2023,DIE,0.0,100.0
AKL,2023,GT,0.0,100.0
AKL,2023,OCGT,0.0,100.0
AKL,2024,BIO,0.0,100.0
AKL,2024,CCGT,0.0,100.0
AKL,2024,COAL,0.0,100.0
AKL,2024,DIE,0.0,100.0
AKL,2024,GT,0.0,100.0
AKL,2024,OCGT,0.0,100.0
AKL,2025,BIO,0.0,100.0
AKL,2025,Battery,0.0,50.0
AKL,2025,CCGT,0.0,100.0
AKL,2025,COAL,0.0,100.0
AKL,2025,DIE,0.0,100.0
AKL,2025,GT,0.0,100.0
AKL,2025,OCGT,0.0,100.0
AKL,2025,pv_central_fixed,0.0,180.66817
AKL,2025,pv_central_track_azimuth,0.0,180.66817
AKL,2025,pv_decentral,0.0,2.2025300000000003
AKL,2025,wind_offshore_floating,0.0,34.72203
AKL,2025,wind_offshore_foundation,0.0,12.56432
AKL,2025,wind_onshore,0.0,7.56917
AKL,2026,BIO,0.0,100.0
AKL,2026,CCGT,0.0,100.0
AKL,2026,COAL,0.0,100.0
AKL,2026,DIE,0.0,100.0
AKL,2026,GT,0.0,100.0
AKL,2026,OCGT,0.0,100.0
AKL,2027,BIO,0.0,100.0
AKL,2027,CCGT,0.0,100.0
AKL,2027,COAL,0.0,100.0
AKL,2027,DIE,0.0,100.0
AKL,2027,GT,0.0,100.0
AKL,2027,OCGT,0.0,100.0
AKL,2028,BIO,0.0,100.0
AKL,2028,CCGT,0.0,100.0
AKL,2028,COAL,0.0,100.0
AKL,2028,DIE,0.0,100.0
AKL,2028,GT,0.0,100.0
AKL,2028,OCGT,0.0,100.0
AKL,2029,BIO,0.0,100.0
AKL,2029,CCGT,0.0,100.0
AKL,2029,COAL,0.0,100.0
AKL,2029,DIE,0.0,100.0
AKL,2029,GT,0.0,100.0
AKL,2029,OCGT,0.0,100.0
AKL,2030,BIO,0.0,100.0
AKL,2030,Battery,0.0,50.0
AKL,2030,CCGT,0.0,100.0
AKL,2030,COAL,0.0,100.0
AKL,2030,DIE,0.0,100.0
AKL,2030,GT,0.0,100.0
AKL,2030,OCGT,0.0,100.0
AKL,2030,pv_central_fixed,0.0,180.66817
AKL,2030,pv_central_track_azimuth,0.0,180.66817
AKL,2030,pv_decentral,0.0,2.2025300000000003
AKL,2030,wind_offshore_floating,0.0,34.72203
AKL,2030,wind_offshore_foundation,0.0,12.56432
AKL,2030,wind_onshore,0.0,7.56917
AKL,2031,BIO,0.0,100.0
AKL,2031,CCGT,0.0,100.0
AKL,2031,COAL,0.0,100.0
AKL,2031,DIE,0.0,100.0
AKL,2031,GT,0.0,100.0
AKL,2031,OCGT,0.0,100.0
AKL,2032,BIO,0.0,100.0
AKL,2032,CCGT,0.0,100.0
AKL,2032,COAL,0.0,100.0
AKL,2032,DIE,0.0,100.0
AKL,2032,GT,0.0,100.0
AKL,2032,OCGT,0.0,100.0
AKL,2033,BIO,0.0,100.0
AKL,2033,CCGT,0.0,100.0
AKL,2033,COAL,0.0,100.0
AKL,2033,DIE,0.0,100.0
AKL,2033,GT,0.0,100.0
AKL,2033,OCGT,0.0,100.0
AKL,2034,BIO,0.0,100.0
AKL,2034,CCGT,0.0,100.0
AKL,2034,COAL,0.0,100.0
AKL,2034,DIE,0.0,100.0
AKL,2034,GT,0.0,100.0
AKL,2034,OCGT,0.0,100.0
AKL,2035,BIO,0.0,100.0
AKL,2035,Battery,0.0,50.0
AKL,2035,CCGT,0.0,100.0
AKL,2035,COAL,0.0,100.0
AKL,2035,DIE,0.0,100.0
AKL,2035,GT,0.0,100.0
AKL,2035,OCGT,0.0,100.0
AKL,2035,pv_central_fixed,0.0,180.66817
AKL,2035,pv_central_track_azimuth,0.0,180.66817
AKL,2035,pv_decentral,0.0,2.2025300000000003
AKL,2035,wind_offshore_floating,0.0,34.72203
AKL,2035,wind_offshore_foundation,0.0,12.56432
AKL,2035,wind_onshore,0.0,7.56917
AKL,2036,BIO,0.0,100.0
AKL,2036,CCGT,0.0,100.0
AKL,2036,COAL,0.0,100.0
AKL,2036,DIE,0.0,100.0
AKL,2036,GT,0.0,100.0
AKL,2036,OCGT,0.0,100.0
AKL,2037,BIO,0.0,100.0
AKL,2037,CCGT,0.0,100.0
AKL,2037,COAL,0.0,100.0
AKL,2037,DIE,0.0,100.0
AKL,2037,GT,0.0,100.0
AKL,2037,OCGT,0.0,100.0
AKL,2038,BIO,0.0,100.0
AKL,2038,CCGT,0.0,100.0
AKL,2038,COAL,0.0,100.0
AKL,2038,DIE,0.0,100.0
AKL,2038,GT,0.0,100.0
AKL,2038,OCGT,0.0,100.0
AKL,2039,BIO,0.0,100.0
AKL,2039,CCGT,0.0,100.0
AKL,2039,COAL,0.0,100.0
AKL,2039,DIE,0.0,100.0
AKL,2039,GT,0.0,100.0
AKL,2039,OCGT,0.0,100.0
AKL,2040,BIO,0.0,100.0
AKL,2040,Battery,0.0,50.0
AKL,2040,CCGT,0.0,100.0
AKL,2040,COAL,0.0,100.0
AKL,2040,DIE,0.0,100.0
AKL,2040,GT,0.0,100.0
AKL,2040,OCGT,0.0,100.0
AKL,2040,pv_central_fixed,0.0,180.66817
AKL,2040,pv_central_track_azimuth,0.0,180.66817
AKL,2040,pv_decentral,0.0,2.2025300000000003
AKL,2040,wind_offshore_floating,0.0,34.72203
AKL,2040,wind_offshore_foundation,0.0,12.56432
AKL,2040,wind_onshore,0.0,7.56917
AKL,2041,BIO,0.0,100.0
AKL,2041,CCGT,0.0,100.0
AKL,2041,COAL,0.0,100.0
AKL,2041,DIE,0.0,100.0
AKL,2041,GT,0.0,100.0
AKL,2041,OCGT,0.0,100.0
AKL,2042,BIO,0.0,100.0
AKL,2042,CCGT,0.0,100.0
AKL,2042,COAL,0.0,100.0
AKL,2042,DIE,0.0,100.0
AKL,2042,GT,0.0,100.0
AKL,2042,OCGT,0.0,100.0
AKL,2043,BIO,0.0,100.0
AKL,2043,CCGT,0.0,100.0
AKL,2043,COAL,0.0,100.0
AKL,2043,DIE,0.0,100.0
AKL,2043,GT,0.0,100.0
AKL,2043,OCGT,0.0,100.0
AKL,2044,BIO,0.0,100.0
AKL,2044,CCGT,0.0,100.0
AKL,2044,COAL,0.0,100.0
AKL,2044,DIE,0.0,100.0
AKL,2044,GT,0.0,100.0
AKL,2044,OCGT,0.0,100.0
AKL,2045,BIO,0.0,100.0
AKL,2045,Battery,0.0,50.0
AKL,2045,CCGT,0.0,100.0
AKL,2045,COAL,0.0,100.0
AKL,2045,DIE,0.0,100.0
AKL,2045,GT,0.0,100.0
AKL,2045,OCGT,0.0,100.0
AKL,2045,pv_central_fixed,0.0,180.66817
AKL,2045,pv_central_track_azimuth,0.0,180.66817
AKL,2045,pv_decentral,0.0,2.2025300000000003
AKL,2045,wind_offshore_floating,0.0,34.72203
AKL,2045,wind_offshore_foundation,0.0,12.56432
AKL,2045,wind_onshore,0.0,7.56917
AKL,2046,BIO,0.0,100.0
AKL,2046,CCGT,0.0,100.0
AKL,2046,COAL,0.0,100.0
AKL,2046,DIE,0.0,100.0
AKL,2046,GT,0.0,100.0
AKL,2046,OCGT,0.0,100.0
AKL,2047,BIO,0.0,100.0
AKL,2047,CCGT,0.0,100.0
AKL,2047,COAL,0.0,100.0
AKL,2047,DIE,0.0,100.0
AKL,2047,GT,0.0,100.0
AKL,2047,OCGT,0.0,100.0
AKL,2048,BIO,0.0,100.0
AKL,2048,CCGT,0.0,100.0
AKL,2048,COAL,0.0,100.0
AKL,2048,DIE,0.0,100.0
AKL,2048,GT,0.0,100.0
AKL,2048,OCGT,0.0,100.0
AKL,2049,BIO,0.0,100.0
AKL,2049,CCGT,0.0,100.0
AKL,2049,COAL,0.0,100.0
AKL,2049,DIE,0.0,100.0
AKL,2049,GT,0.0,100.0
AKL,2049,OCGT,0.0,100.0
AKL,2050,Battery,0.0,50.0
AKL,2050,CCGT,0.0,100.0
AKL,2050,GT,0.0,100.0
AKL,2050,OCGT,0.0,100.0
AKL,2050,pv_central_fixed,0.0,180.66817
AKL,2050,pv_central_track_azimuth,0.0,180.66817
AKL,2050,pv_decentral,0.0,2.2025300000000003
AKL,2050,wind_offshore_floating,0.0,34.72203
AKL,2050,wind_offshore_foundation,0.0,12.56432
AKL,2050,wind_onshore,0.0,7.56917
AKL,2051,CCGT,0.0,100.0
AKL,2051,GT,0.0,100.0
AKL,2051,OCGT,0.0,100.0
AKL,2052,CCGT,0.0,100.0
AKL,2052,GT,0.0,100.0
AKL,2052,OCGT,0.0,100.0
AKL,2053,CCGT,0.0,100.0
AKL,2053,GT,0.0,100.0
AKL,2053,OCGT,0.0,100.0
AKL,2054,CCGT,0.0,100.0
AKL,2054,GT,0.0,100.0
AKL,2054,OCGT,0.0,100.0
AKL,2055,CCGT,0.0,100.0
AKL,2055,GT,0.0,100.0
AKL,2055,OCGT,0.0,100.0
AKL,2056,CCGT,0.0,100.0
AKL,2056,GT,0.0,100.0
AKL,2056,OCGT,0.0,100.0
AKL,2057,CCGT,0.0,100.0
AKL,2057,GT,0.0,100.0
AKL,2057,OCGT,0.0,100.0
AKL,2058,CCGT,0.0,100.0
AKL,2058,GT,0.0,100.0
AKL,2058,OCGT,0.0,100.0
AKL,2059,CCGT,0.0,100.0
AKL,2059,GT,0.0,100.0
AKL,2059,OCGT,0.0,100.0
BOP,1940,geoth,0.0,0.175
BOP,1941,geoth,0.0,0.175
BOP,1942,geoth,0.0,0.175
BOP,1943,geoth,0.0,0.175
BOP,1944,geoth,0.0,0.175
BOP,1945,geoth,0.0,0.175
BOP,1946,geoth,0.0,0.175
BOP,1947,geoth,0.0,0.175
BOP,1948,geoth,0.0,0.175
BOP,1949,geoth,0.0,0.175
BOP,1950,geoth,0.0,0.175
BOP,1951,geoth,0.0,0.175
BOP,1952,geoth,0.0,0.175
BOP,1953,geoth,0.0,0.175
BOP,1954,geoth,0.0,0.175
BOP,1955,geoth,0.0,0.175
BOP,1956,geoth,0.0,0.175
BOP,1957,geoth,0.0,0.175
BOP,1958,geoth,0.0,0.175
BOP,1959,geoth,0.0,0.175
BOP,1960,geoth,0.0,0.175
BOP,1961,geoth,0.0,0.175
BOP,1962,geoth,0.0,0.175
BOP,1963,geoth,0.0,0.175
BOP,1964,geoth,0.0,0.175
BOP,1965,geoth,0.0,0.175
BOP,1966,geoth,0.008,0.175
BOP,1967,geoth,0.0,0.175
BOP,1968,geoth,0.0,0.175
BOP,1969,geoth,0.0,0.175
BOP,1970,geoth,0.0,0.175
BOP,1971,geoth,0.0,0.175
BOP,1972,geoth,0.0,0.175
BOP,1973,geoth,0.0,0.175
BOP,1974,geoth,0.0,0.175
BOP,1975,geoth,0.0,0.175
BOP,1976,geoth,0.0,0.175
BOP,1977,geoth,0.0,0.175
BOP,1978,geoth,0.0,0.175
BOP,1979,geoth,0.0,0.175
BOP,1980,geoth,0.0,0.175
BOP,1981,geoth,0.0,0.175
BOP,1982,geoth,0.0,0.175
BOP,1983,geoth,0.0,0.175
BOP,1984,geoth,0.0,0.175
BOP,1985,geoth,0.0,0.175
BOP,1986,geoth,0.0,0.175
BOP,1987,geoth,0.0,0.175
BOP,1988,geoth,0.0,0.175
BOP,1989,geoth,0.006,0.175
BOP,1990,CCGT,0.0,100.0
BOP,1990,GT,0.0,100.0
BOP,1990,OCGT,0.0,100.0
BOP,1990,geoth,0.0,0.175
BOP,1991,CCGT,0.0,100.0
BOP,1991,GT,0.0,100.0
BOP,1991,OCGT,0.0,100.0
BOP,1991,geoth,0.0,0.175
BOP,1992,BIO,0.0,100.0
BOP,1992,CCGT,0.0,100.0
BOP,1992,COAL,0.0,100.0
BOP,1992,DIE,0.0,100.0
BOP,1992,GT,0.0,100.0
BOP,1992,OCGT,0.0,100.0
BOP,1992,geoth,0.0,0.175
BOP,1993,BIO,0.0,100.0
BOP,1993,CCGT,0.0,100.0
BOP,1993,COAL,0.0,100.0
BOP,1993,DIE,0.0,100.0
BOP,1993,GT,0.0,100.0
BOP,1993,OCGT,0.0,100.0
BOP,1993,geoth,0.0,0.175
BOP,1994,BIO,0.0,100.0
BOP,1994,CCGT,0.0,100.0
BOP,1994,COAL,0.0,100.0
BOP,1994,DIE,0.0,100.0
BOP,1994,GT,0.0,100.0
BOP,1994,OCGT,0.0,100.0
BOP,1994,geoth,0.0,0.175
BOP,1995,BIO,0.0,100.0
BOP,1995,CCGT,0.0,100.0
BOP,1995,COAL,0.0,100.0
BOP,1995,DIE,0.0,100.0
BOP,1995,GT,0.0,100.0
BOP,1995,OCGT,0.0,100.0
BOP,1995,geoth,0.0,0.175
BOP,1996,BIO,0.0,100.0
BOP,1996,CCGT,0.0,100.0
BOP,1996,COAL,0.0,100.0
BOP,1996,DIE,0.0,100.0
BOP,1996,GT,0.0,100.0
BOP,1996,OCGT,0.01,100.0
BOP,1996,geoth,0.0,0.175
BOP,1997,BIO,0.0,100.0
BOP,1997,CCGT,0.0,100.0
BOP,1997,COAL,0.0,100.0
BOP,1997,DIE,0.0,100.0
BOP,1997,GT,0.0,100.0
BOP,1997,OCGT,0.0,100.0
BOP,1997,geoth,0.0,0.175
BOP,1998,BIO,0.0,100.0
BOP,1998,CCGT,0.0,100.0
BOP,1998,COAL,0.0,100.0
BOP,1998,DIE,0.0,100.0
BOP,1998,GT,0.0,100.0
BOP,1998,OCGT,0.0,100.0
BOP,1998,geoth,0.0,0.175
BOP,1999,BIO,0.0,100.0
BOP,1999,CCGT,0.0,100.0
BOP,1999,COAL,0.0,100.0
BOP,1999,DIE,0.0,100.0
BOP,1999,GT,0.0,100.0
BOP,1999,OCGT,0.0,100.0
BOP,1999,geoth,0.0,0.175
BOP,2000,BIO,0.0,100.0
BOP,2000,CCGT,0.0,100.0
BOP,2000,COAL,0.0,100.0
BOP,2000,DIE,0.0,100.0
BOP,2000,GT,0.0,100.0
BOP,2000,OCGT,0.0,100.0
BOP,2000,Turbine,0.17095,0.17095
BOP,2000,geoth,0.0,0.175
BOP,2001,BIO,0.0,100.0
BOP,2001,CCGT,0.0,100.0
BOP,2001,COAL,0.0,100.0
BOP,2001,DIE,0.0,100.0
BOP,2001,GT,0.0,100.0
BOP,2001,OCGT,0.0,100.0
BOP,2001,geoth,0.0,0.175
BOP,2002,BIO,0.0,100.0
BOP,2002,CCGT,0.0,100.0
BOP,2002,COAL,0.0,100.0
BOP,2002,DIE,0.0,100.0
BOP,2002,GT,0.0,100.0
BOP,2002,OCGT,0.0,100.0
BOP,2002,geoth,0.0,0.175
BOP,2003,BIO,0.0,100.0
BOP,2003,CCGT,0.0,100.0
BOP,2003,COAL,0.0,100.0
BOP,2003,DIE,0.0,100.0
BOP,2003,GT,0.0,100.0
BOP,2003,OCGT,0.0,100.0
BOP,2003,geoth,0.0,0.175
BOP,2004,BIO,0.0,100.0
BOP,2004,CCGT,0.0,100.0
BOP,2004,COAL,0.0,100.0
BOP,2004,DIE,0.0,100.0
BOP,2004,GT,0.0,100.0
BOP,2004,OCGT,0.0,100.0
BOP,2004,geoth,0.0,0.175
BOP,2005,BIO,0.0,100.0
BOP,2005,CCGT,0.0,100.0
BOP,2005,COAL,0.0,100.0
BOP,2005,DIE,0.0,100.0
BOP,2005,GT,0.0,100.0
BOP,2005,OCGT,0.0,100.0
BOP,2005,geoth,0.0,0.175
BOP,2006,BIO,0.0,100.0
BOP,2006,CCGT,0.0,100.0
BOP,2006,COAL,0.0,100.0
BOP,2006,DIE,0.0,100.0
BOP,2006,GT,0.0,100.0
BOP,2006,OCGT,0.0,100.0
BOP,2006,geoth,0.0,0.175
BOP,2007,BIO,0.0,100.0
BOP,2007,CCGT,0.0,100.0
BOP,2007,COAL,0.0,100.0
BOP,2007,DIE,0.0,100.0
BOP,2007,GT,0.0,100.0
BOP,2007,OCGT,0.0,100.0
BOP,2007,geoth,0.0,0.175
BOP,2008,BIO,0.0,100.0
BOP,2008,CCGT,0.0,100.0
BOP,2008,COAL,0.0,100.0
BOP,2008,DIE,0.0,100.0
BOP,2008,GT,0.0,100.0
BOP,2008,OCGT,0.0,100.0
BOP,2008,geoth,0.115,0.175
BOP,2009,BIO,0.0,100.0
BOP,2009,CCGT,0.0,100.0
BOP,2009,COAL,0.0,100.0
BOP,2009,DIE,0.0,100.0
BOP,2009,GT,0.0,100.0
BOP,2009,OCGT,0.0,100.0
BOP,2009,geoth,0.0,0.175
BOP,2010,BIO,0.0,100.0
BOP,2010,CCGT,0.0,100.0
BOP,2010,COAL,0.0,100.0
BOP,2010,DIE,0.0,100.0
BOP,2010,GT,0.0,100.0
BOP,2010,OCGT,0.0,100.0
BOP,2010,geoth,0.0,0.175
BOP,2011,BIO,0.0,100.0
BOP,2011,CCGT,0.0,100.0
BOP,2011,COAL,0.0,100.0
BOP,2011,DIE,0.0,100.0
BOP,2011,GT,0.0,100.0
BOP,2011,OCGT,0.0,100.0
BOP,2011,geoth,0.0,0.175
BOP,2012,BIO,0.0,100.0
BOP,2012,CCGT,0.0,100.0
BOP,2012,COAL,0.0,100.0
BOP,2012,DIE,0.0,100.0
BOP,2012,GT,0.0,100.0
BOP,2012,OCGT,0.0,100.0
BOP,2012,geoth,0.0,0.175
BOP,2013,BIO,0.0,100.0
BOP,2013,CCGT,0.0,100.0
BOP,2013,COAL,0.0,100.0
BOP,2013,DIE,0.0,100.0
BOP,2013,GT,0.0,100.0
BOP,2013,OCGT,0.0,100.0
BOP,2013,geoth,0.021,0.175
BOP,2014,BIO,0.0,100.0
BOP,2014,CCGT,0.0,100.0
BOP,2014,COAL,0.0,100.0
BOP,2014,DIE,0.0,100.0
BOP,2014,GT,0.0,100.0
BOP,2014,OCGT,0.0,100.0
BOP,2014,geoth,0.0,0.175
BOP,2015,BIO,0.0,100.0
BOP,2015,CCGT,0.0,100.0
BOP,2015,COAL,0.0,100.0
BOP,2015,DIE,0.0,100.0
BOP,2015,GT,0.0,100.0
BOP,2015,OCGT,0.0,100.0
BOP,2015,geoth,0.0,0.175
BOP,2016,BIO,0.0,100.0
BOP,2016,CCGT,0.0,100.0
BOP,2016,COAL,0.0,100.0
BOP,2016,DIE,0.0,100.0
BOP,2016,GT,0.0,100.0
BOP,2016,OCGT,0.0,100.0
BOP,2016,geoth,0.0,0.175
BOP,2017,BIO,0.0,100.0
BOP,2017,CCGT,0.0,100.0
BOP,2017,COAL,0.0,100.0
BOP,2017,DIE,0.0,100.0
BOP,2017,GT,0.0,100.0
BOP,2017,OCGT,0.0,100.0
BOP,2017,geoth,0.0,0.175
BOP,2018,BIO,0.0,100.0
BOP,2018,CCGT,0.0,100.0
BOP,2018,COAL,0.0,100.0
BOP,2018,DIE,0.0,100.0
BOP,2018,GT,0.0,100.0
BOP,2018,OCGT,0.0,100.0
BOP,2018,geoth,0.025,0.175
BOP,2019,BIO,0.0,100.0
BOP,2019,CCGT,0.0,100.0
BOP,2019,COAL,0.0,100.0
BOP,2019,DIE,0.0,100.0
BOP,2019,GT,0.0,100.0
BOP,2019,OCGT,0.0,100.0
BOP,2019,geoth,0.0,0.175
BOP,2020,BIO,0.0,100.0
BOP,2020,Battery,0.0,50.0
BOP,2020,CCGT,0.0,100.0
BOP,2020,COAL,0.0,100.0
BOP,2020,DIE,0.0,100.0
BOP,2020,GT,0.0,100.0
BOP,2020,OCGT,0.0,100.0
BOP,2020,Turbine,0.0,0.17095
BOP,2020,geoth,0.0,0.175
BOP,2020,pv_central_fixed,0.0,237.96793
BOP,2020,pv_central_track_azimuth,0.0,237.94020999999998
BOP,2020,pv_decentral,0.0,0.56348
BOP,2020,wind_offshore_floating,0.0,21.897479999999998
BOP,2020,wind_offshore_foundation,0.0,5.5911800000000005
BOP,2020,wind_onshore,0.0,11.39598
BOP,2021,BIO,0.0,100.0
BOP,2021,CCGT,0.0,100.0
BOP,2021,COAL,0.0,100.0
BOP,2021,DIE,0.0,100.0
BOP,2021,GT,0.0,100.0
BOP,2021,OCGT,0.0,100.0
