Scenario,Sector,Fuel,Region,2020,2025,2030,2035,2040,2045,2050
GP,Heat,Fossil (gas),NIS,744.44,789.14,707.61,506.8,234.96,80.67,0.0
GP,Heat,Fossil (gas),OTG,2431.62,2507.01,2295.3,1755.22,914.87,332.81,0.0
GP,Heat,Fossil (gas),TRN,3917.61,3931.64,3673.61,2979.72,1698.23,641.64,0.0
GP,Heat,Fossil (gas),WEL,941.49,1069.71,911.18,539.59,147.47,31.65,0.0
GP,Heat,Fossil (gas),WTO,2709.56,2821.63,2564.03,1916.16,960.84,343.3,0.0
GP,Heat,Geothermal,AKL,19.13,21.17,22.91,24.31,25.35,26.03,26.38
GP,Heat,Geothermal,BOP,1329.42,1329.65,1318.81,1295.6,1261.06,1217.9,1168.54
GP,Heat,Geothermal,CAN,7.64,8.45,9.15,9.72,10.13,10.4,10.54
GP,Heat,Geothermal,CEN,2.83,3.13,3.39,3.6,3.75,3.85,3.9
GP,Heat,Geothermal,GIS,0.57,0.63,0.68,0.72,0.76,0.78,0.79
GP,Heat,Geothermal,HBY,1.98,2.19,2.37,2.52,2.62,2.69,2.73
GP,Heat,Geothermal,NEL,1.79,1.98,2.15,2.27,2.37,2.43,2.47
GP,Heat,Geothermal,NIS,2.16,2.39,2.58,2.74,2.86,2.94,2.98
GP,Heat,Geothermal,OTG,3.87,4.28,4.63,4.92,5.13,5.26,5.33
GP,Heat,Geothermal,TRN,1.4,1.54,1.67,1.77,1.85,1.9,1.92
GP,Heat,Geothermal,WEL,5.96,6.59,7.14,7.57,7.9,8.11,8.22
GP,Heat,Geothermal,WTO,5.58,6.17,6.68,7.09,7.39,7.59,7.69
GP,Heat,Solar,AKL,34.16,126.27,291.4,661.33,1356.21,1635.58,1864.89
GP,Heat,Solar,BOP,6.65,24.58,56.73,128.75,264.04,318.43,363.07
GP,Heat,Solar,CAN,13.65,50.45,116.43,264.24,541.88,653.5,745.13
GP,Heat,Solar,CEN,5.05,18.68,43.11,97.85,200.66,241.99,275.92
GP,Heat,Solar,GIS,1.02,3.76,8.69,19.71,40.43,48.76,55.59
GP,Heat,Solar,HBY,3.53,13.07,30.16,68.44,140.35,169.26,193.0
GP,Heat,Solar,NEL,3.2,11.81,27.25,61.84,126.83,152.95,174.4
GP,Heat,Solar,NIS,3.85,14.25,32.88,74.62,153.03,184.55,210.43
GP,Heat,Solar,OTG,6.91,25.54,58.95,133.78,274.34,330.85,377.23
GP,Heat,Solar,TRN,2.49,9.21,21.25,48.23,98.9,119.28,136.0
GP,Heat,Solar,WEL,10.64,39.34,90.78,206.03,422.51,509.55,580.99
GP,Heat,Solar,WTO,9.96,36.81,84.95,192.79,395.35,476.79,543.63
GP,Heat,Wood,AKL,645.5,1823.12,3174.19,4486.6,5521.53,6222.94,6703.97
GP,Heat,Wood,BOP,125.67,354.94,617.97,873.48,1074.97,1211.52,1305.17
GP,Heat,Wood,CAN,257.91,728.44,1268.26,1792.64,2206.15,2486.4,2678.6
GP,Heat,Wood,CEN,95.5,269.74,469.63,663.81,816.93,920.71,991.88
GP,Heat,Wood,GIS,19.24,54.35,94.62,133.74,164.59,185.5,199.84
GP,Heat,Wood,HBY,66.8,188.67,328.49,464.32,571.42,644.01,693.79
GP,Heat,Wood,NEL,181.15,293.88,424.62,551.81,649.97,715.93,756.39
GP,Heat,Wood,NIS,2715.05,2904.94,3153.57,3399.03,3545.98,3632.93,3588.35
GP,Heat,Wood,OTG,130.57,368.79,642.09,907.56,1116.91,1258.79,1356.09
GP,Heat,Wood,TRN,47.07,132.95,231.48,327.19,402.66,453.81,488.89
GP,Heat,Wood,WEL,201.1,567.97,988.88,1397.75,1720.17,1938.69,2088.55
GP,Heat,Wood,WTO,3996.75,4422.23,4954.71,5477.65,5822.83,6038.55,6036.28
GP,Power,Electricity,AKL,5025.71,6183.36,7341.02,8587.3,9833.58,11157.88,12482.19
GP,Power,Electricity,BOP,1084.32,1333.57,1582.83,1853.56,2124.28,2410.95,2697.61
GP,Power,Electricity,CAN,2704.49,3327.37,3950.24,4623.18,5296.12,6010.0,6723.88
GP,Power,Electricity,CEN,882.6,1085.78,1288.96,1508.39,1727.81,1960.52,2193.22
GP,Power,Electricity,GIS,133.89,164.77,195.65,228.77,261.89,297.12,332.36
GP,Power,Electricity,HBY,1226.63,1507.72,1788.82,2095.83,2402.84,2726.5,3050.17
GP,Power,Electricity,NEL,524.28,645.05,765.82,895.86,1025.91,1164.01,1302.1
GP,Power,Electricity,NIS,638.25,785.19,932.13,1091.25,1250.37,1418.86,1587.34
GP,Power,Electricity,OTG,3518.26,4327.2,5136.15,6015.98,6895.8,7825.47,8755.14
GP,Power,Electricity,TRN,437.47,538.17,638.88,747.67,856.47,971.85,1087.22
GP,Power,Electricity,WEL,1392.17,1712.43,2032.68,2378.06,2723.44,3090.04,3456.65
GP,Power,Electricity,WTO,2096.43,2578.41,3060.4,3583.27,4106.14,4659.52,5212.89
GP,Transport,Biofuel (LF),AKL,176.86,145.04,547.4,653.94,438.35,252.13,155.09
GP,Transport,Biofuel (LF),BOP,43.23,36.27,142.81,188.47,142.36,88.93,53.98
GP,Transport,Biofuel (LF),CAN,92.95,76.62,292.23,358.7,249.29,146.42,90.09
GP,Transport,Biofuel (LF),CEN,30.71,25.15,94.76,113.41,75.22,41.69,25.42
GP,Transport,Biofuel (LF),GIS,6.05,5.04,19.67,25.37,19.06,11.96,7.48
GP,Transport,Biofuel (LF),HBY,22.37,18.6,72.09,91.9,67.14,41.03,25.24
GP,Transport,Biofuel (LF),NEL,25.62,21.59,85.84,114.48,91.02,60.63,38.34
GP,Transport,Biofuel (LF),NIS,21.78,17.72,65.83,76.39,47.71,24.58,14.75
GP,Transport,Biofuel (LF),OTG,46.88,38.6,146.93,179.79,123.96,71.98,44.13
GP,Transport,Biofuel (LF),TRN,15.34,12.64,48.18,59.03,41.07,24.16,14.94
GP,Transport,Biofuel (LF),WEL,53.07,44.34,173.26,222.01,168.85,110.33,69.88
GP,Transport,Biofuel (LF),WTO,55.73,45.48,170.2,200.32,129.36,70.01,42.55
GP,Transport,Biofuel (gas),AKL,0.0,0.0,0.2,0.51,1.45,2.56,4.25
GP,Transport,Biofuel (gas),BOP,0.0,0.0,0.33,0.84,2.39,4.22,7.0
GP,Transport,Biofuel (gas),CAN,0.0,0.0,0.1,0.26,0.73,1.28,2.13
GP,Transport,Biofuel (gas),CEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,Biofuel (gas),GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,Biofuel (gas),HBY,0.0,0.0,0.06,0.16,0.45,0.79,1.32
GP,Transport,Biofuel (gas),NEL,0.0,0.0,0.01,0.03,0.1,0.17,0.29
GP,Transport,Biofuel (gas),NIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,Biofuel (gas),OTG,0.0,0.0,0.05,0.14,0.4,0.69,1.16
GP,Transport,Biofuel (gas),TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,Biofuel (gas),WEL,0.0,0.0,0.02,0.06,0.18,0.31,0.52
GP,Transport,Biofuel (gas),WTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,E-fuel (LF),AKL,0.0,0.0,273.7,980.91,1278.52,1365.71,1137.34
GP,Transport,E-fuel (LF),BOP,0.0,0.0,71.4,282.71,415.21,481.7,395.83
GP,Transport,E-fuel (LF),CAN,0.0,0.0,146.11,538.05,727.1,793.09,660.64
GP,Transport,E-fuel (LF),CEN,0.0,0.0,47.38,170.12,219.39,225.84,186.4
GP,Transport,E-fuel (LF),GIS,0.0,0.0,9.84,38.06,55.59,64.79,54.83
GP,Transport,E-fuel (LF),HBY,0.0,0.0,36.04,137.85,195.84,222.23,185.11
GP,Transport,E-fuel (LF),NEL,0.0,0.0,42.92,171.71,265.47,328.38,281.16
GP,Transport,E-fuel (LF),NIS,0.0,0.0,32.92,114.59,139.14,133.14,108.16
GP,Transport,E-fuel (LF),OTG,0.0,0.0,73.46,269.68,361.55,389.91,323.64
GP,Transport,E-fuel (LF),TRN,0.0,0.0,24.09,88.54,119.78,130.88,109.53
GP,Transport,E-fuel (LF),WEL,0.0,0.0,86.63,333.02,492.48,597.63,512.47
GP,Transport,E-fuel (LF),WTO,0.0,0.0,85.1,300.48,377.3,379.2,312.02
GP,Transport,E-fuel (gas),AKL,0.0,0.0,0.2,2.55,13.05,38.39,80.78
GP,Transport,E-fuel (gas),BOP,0.0,0.0,0.33,4.2,21.5,63.23,133.02
GP,Transport,E-fuel (gas),CAN,0.0,0.0,0.1,1.28,6.54,19.23,40.46
GP,Transport,E-fuel (gas),CEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,E-fuel (gas),GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,E-fuel (gas),HBY,0.0,0.0,0.06,0.79,4.04,11.9,25.03
GP,Transport,E-fuel (gas),NEL,0.0,0.0,0.01,0.17,0.89,2.61,5.5
GP,Transport,E-fuel (gas),NIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,E-fuel (gas),OTG,0.0,0.0,0.05,0.69,3.54,10.43,21.95
GP,Transport,E-fuel (gas),TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,E-fuel (gas),WEL,0.0,0.0,0.02,0.31,1.58,4.66,9.8
GP,Transport,E-fuel (gas),WTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,Electricity,AKL,41.5,187.37,459.44,1156.05,1673.83,1905.79,2076.48
GP,Transport,Electricity,BOP,4.01,37.65,100.86,258.43,376.71,434.79,488.91
GP,Transport,Electricity,CAN,15.64,94.87,244.35,611.15,886.39,1012.18,1107.99
GP,Transport,Electricity,CEN,3.07,30.68,83.11,208.54,302.19,343.32,372.68
GP,Transport,Electricity,GIS,0.53,5.65,15.48,38.67,56.59,65.35,72.49
GP,Transport,Electricity,HBY,2.03,20.46,55.51,140.73,205.37,236.15,261.8
GP,Transport,Electricity,NEL,2.21,22.03,59.62,152.25,224.94,263.13,296.53
GP,Transport,Electricity,NIS,2.18,21.98,59.62,150.07,217.0,245.27,264.43
GP,Transport,Electricity,OTG,4.58,44.83,120.94,306.62,445.8,508.88,556.81
GP,Transport,Electricity,TRN,1.56,14.95,40.2,101.46,147.51,168.53,184.18
GP,Transport,Electricity,WEL,36.51,76.88,151.68,347.53,498.03,574.28,636.41
GP,Transport,Electricity,WTO,5.61,55.14,148.91,376.83,546.2,619.45,670.58
GP,Transport,Fossil (LF),AKL,17509.31,14359.17,10126.91,4904.53,1936.05,483.25,0.0
GP,Transport,Fossil (LF),BOP,4280.21,3590.95,2641.91,1413.54,628.74,170.45,0.0
GP,Transport,Fossil (LF),CAN,9202.51,7585.9,5406.21,2690.25,1101.04,280.63,0.0
GP,Transport,Fossil (LF),CEN,3040.62,2490.1,1753.07,850.61,332.21,79.91,0.0
GP,Transport,Fossil (LF),GIS,598.61,499.22,363.92,190.3,84.17,22.93,0.0
GP,Transport,Fossil (LF),HBY,2214.7,1841.3,1333.58,689.23,296.56,78.64,0.0
GP,Transport,Fossil (LF),NEL,2535.63,2137.4,1588.13,858.54,401.99,116.19,0.0
GP,Transport,Fossil (LF),NIS,2156.65,1753.93,1217.92,572.93,210.7,47.11,0.0
GP,Transport,Fossil (LF),OTG,4640.64,3821.36,2718.1,1348.41,547.5,137.97,0.0
GP,Transport,Fossil (LF),TRN,1518.34,1251.2,891.38,442.69,181.37,46.31,0.0
GP,Transport,Fossil (LF),WEL,5253.65,4389.24,3205.3,1665.08,745.75,211.47,0.0
GP,Transport,Fossil (LF),WTO,5516.81,4502.77,3148.65,1502.42,571.35,134.18,0.0
GP,Transport,Fossil (gas),AKL,0.0,6.45,9.52,13.93,14.5,10.24,0.0
GP,Transport,Fossil (gas),BOP,0.0,10.63,15.68,22.94,23.88,16.86,0.0
GP,Transport,Fossil (gas),CAN,0.0,3.23,4.77,6.98,7.26,5.13,0.0
GP,Transport,Fossil (gas),CEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,Fossil (gas),GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,Fossil (gas),HBY,0.0,2.0,2.95,4.32,4.49,3.17,0.0
GP,Transport,Fossil (gas),NEL,0.0,0.44,0.65,0.95,0.99,0.7,0.0
GP,Transport,Fossil (gas),NIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,Fossil (gas),OTG,0.0,1.76,2.58,3.79,3.94,2.78,0.0
GP,Transport,Fossil (gas),TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,Fossil (gas),WEL,0.0,0.78,1.15,1.69,1.76,1.24,0.0
GP,Transport,Fossil (gas),WTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP,Transport,Hydrogen,AKL,0.01,52.12,93.62,177.19,365.17,659.38,926.41
GP,Transport,Hydrogen,BOP,0.0,11.94,30.18,66.81,170.95,313.32,438.46
GP,Transport,Hydrogen,CAN,0.01,28.42,51.04,101.09,215.81,399.81,558.77
GP,Transport,Hydrogen,CEN,0.0,9.97,16.87,31.89,62.84,115.25,154.46
GP,Transport,Hydrogen,GIS,0.0,1.88,3.18,6.86,15.41,30.13,43.73
GP,Transport,Hydrogen,HBY,0.0,6.71,13.23,27.9,64.82,121.2,170.84
GP,Transport,Hydrogen,NEL,0.0,7.19,12.57,29.2,71.12,141.85,216.98
GP,Transport,Hydrogen,NIS,0.0,7.2,12.19,21.92,40.65,72.08,92.06
GP,Transport,Hydrogen,OTG,0.0,14.51,26.18,51.56,109.46,201.9,279.15
GP,Transport,Hydrogen,TRN,0.0,4.77,8.06,15.87,32.83,61.68,86.74
GP,Transport,Hydrogen,WEL,0.0,14.17,24.49,53.06,123.53,241.06,374.6
GP,Transport,Hydrogen,WTO,0.01,17.93,30.29,55.67,106.48,191.96,254.9
H2,Heat,Biofuel (LF),AKL,1.0,0.99,1.77,1.73,0.84,0.26,0.0
H2,Heat,Biofuel (LF),BOP,0.17,0.17,0.3,0.3,0.14,0.05,0.0
H2,Heat,Biofuel (LF),CAN,1.89,1.87,3.33,3.27,1.59,0.5,0.0
H2,Heat,Biofuel (LF),CEN,0.15,0.15,0.27,0.26,0.13,0.04,0.0
H2,Heat,Biofuel (LF),GIS,0.01,0.01,0.02,0.02,0.01,0.0,0.0
H2,Heat,Biofuel (LF),HBY,0.43,0.42,0.75,0.74,0.36,0.11,0.0
H2,Heat,Biofuel (LF),NEL,1.14,1.14,2.01,1.98,0.96,0.3,0.0
H2,Heat,Biofuel (LF),NIS,0.04,0.04,0.07,0.07,0.04,0.01,0.0
H2,Heat,Biofuel (LF),OTG,0.11,0.11,0.21,0.2,0.1,0.03,0.0
H2,Heat,Biofuel (LF),WEL,0.03,0.03,0.06,0.06,0.03,0.01,0.0
H2,Heat,Biofuel (LF),WTO,0.77,0.76,1.36,1.33,0.65,0.2,0.0
H2,Heat,Biofuel (gas),AKL,0.0,0.0,22.01,31.3,29.37,18.2,0.0
H2,Heat,Biofuel (gas),BOP,0.0,0.0,6.98,9.93,9.32,5.77,0.0
H2,Heat,Biofuel (gas),CAN,0.0,0.0,52.2,74.24,69.66,43.18,0.0
H2,Heat,Biofuel (gas),CEN,0.0,0.0,25.2,35.85,33.63,20.85,0.0
H2,Heat,Biofuel (gas),GIS,0.0,0.0,0.56,0.8,0.75,0.46,0.0
H2,Heat,Biofuel (gas),HBY,0.0,0.0,6.89,9.8,9.2,5.7,0.0
H2,Heat,Biofuel (gas),NEL,0.0,0.0,3.63,5.19,4.86,3.0,0.0
H2,Heat,Biofuel (gas),NIS,0.0,0.0,7.1,10.1,9.47,5.87,0.0
H2,Heat,Biofuel (gas),OTG,0.0,0.0,30.02,42.69,40.06,24.83,0.0
H2,Heat,Biofuel (gas),TRN,0.0,0.0,58.75,83.56,78.41,48.6,0.0
H2,Heat,Biofuel (gas),WEL,0.0,0.0,2.04,2.9,2.73,1.69,0.0
H2,Heat,Biofuel (gas),WTO,0.0,0.0,30.73,43.71,41.01,25.42,0.0
H2,Heat,Coal,AKL,261.05,217.42,227.9,0.89,0.17,0.04,0.0
H2,Heat,Coal,BOP,64.39,54.78,55.61,4.81,0.93,0.22,0.0
H2,Heat,Coal,CAN,2359.4,2156.25,1959.54,770.92,148.9,35.95,0.0
H2,Heat,Coal,CEN,38.24,31.81,33.4,0.0,0.0,0.0,0.0
H2,Heat,Coal,GIS,7.7,6.41,6.73,0.0,0.0,0.0,0.0
H2,Heat,Coal,HBY,28.98,24.3,25.21,0.76,0.15,0.04,0.0
H2,Heat,Coal,NEL,154.19,139.43,128.85,44.43,8.58,2.07,0.0
H2,Heat,Coal,NIS,652.08,595.88,541.6,212.85,41.11,9.92,0.0
H2,Heat,Coal,OTG,1842.12,1685.93,1528.65,611.59,118.12,28.51,0.0
H2,Heat,Coal,TRN,18.85,15.68,16.46,0.0,0.0,0.0,0.0
H2,Heat,Coal,WEL,83.72,69.93,72.98,1.1,0.21,0.05,0.0
H2,Heat,Coal,WTO,225.65,200.62,190.35,51.36,9.92,2.39,0.0
H2,Heat,E-fuel (LF),AKL,0.0,0.0,1.77,8.67,18.28,11.92,0.0
H2,Heat,E-fuel (LF),BOP,0.0,0.0,0.3,1.48,3.12,2.04,0.0
H2,Heat,E-fuel (LF),CAN,0.0,0.0,3.33,16.34,34.44,22.45,0.0
H2,Heat,E-fuel (LF),CEN,0.0,0.0,0.27,1.31,2.76,1.8,0.0
H2,Heat,E-fuel (LF),GIS,0.0,0.0,0.02,0.08,0.17,0.11,0.0
H2,Heat,E-fuel (LF),HBY,0.0,0.0,0.75,3.69,7.77,5.06,0.0
H2,Heat,E-fuel (LF),NEL,0.0,0.0,2.01,9.9,20.88,13.62,0.0
H2,Heat,E-fuel (LF),NIS,0.0,0.0,0.07,0.37,0.78,0.51,0.0
H2,Heat,E-fuel (LF),OTG,0.0,0.0,0.21,1.01,2.13,1.38,0.0
H2,Heat,E-fuel (LF),WEL,0.0,0.0,0.06,0.29,0.61,0.4,0.0
H2,Heat,E-fuel (LF),WTO,0.0,0.0,1.36,6.66,14.03,9.15,0.0
H2,Heat,E-fuel (gas),AKL,0.0,0.0,22.01,156.51,636.37,819.22,850.93
H2,Heat,E-fuel (gas),BOP,0.0,0.0,6.98,49.64,201.83,259.82,269.88
H2,Heat,E-fuel (gas),CAN,0.0,0.0,52.2,371.22,1509.36,1943.05,2018.27
H2,Heat,E-fuel (gas),CEN,0.0,0.0,25.2,179.23,728.75,938.14,974.46
H2,Heat,E-fuel (gas),GIS,0.0,0.0,0.56,3.98,16.18,20.83,21.63
H2,Heat,E-fuel (gas),HBY,0.0,0.0,6.89,49.0,199.23,256.48,266.4
H2,Heat,E-fuel (gas),NEL,0.0,0.0,3.63,25.92,105.36,135.63,140.88
H2,Heat,E-fuel (gas),NIS,0.0,0.0,7.1,50.48,205.25,264.23,274.46
H2,Heat,E-fuel (gas),OTG,0.0,0.0,30.02,213.46,867.93,1117.31,1160.56
H2,Heat,E-fuel (gas),TRN,0.0,0.0,58.75,417.8,1698.79,2186.91,2271.57
H2,Heat,E-fuel (gas),WEL,0.0,0.0,2.04,14.52,59.05,76.01,78.95
H2,Heat,E-fuel (gas),WTO,0.0,0.0,30.73,218.55,888.62,1143.95,1188.23
H2,Heat,Electricity,AKL,4974.12,6343.07,8771.93,10160.26,11164.48,11930.42,12599.57
H2,Heat,Electricity,BOP,2052.1,2346.54,2879.67,3262.32,3508.46,3643.88,3737.12
H2,Heat,Electricity,CAN,2256.71,2810.62,3796.05,4378.68,4792.5,5095.13,5353.29
H2,Heat,Electricity,CEN,902.63,1109.46,1478.09,1700.78,1857.15,1968.36,2061.67
H2,Heat,Electricity,GIS,144.63,185.35,257.55,298.56,328.32,351.2,371.27
H2,Heat,Electricity,HBY,612.08,756.26,1013.03,1166.8,1275.27,1353.3,1419.23
H2,Heat,Electricity,NEL,435.69,562.95,788.45,915.23,1007.75,1079.76,1143.33
H2,Heat,Electricity,NIS,873.14,1035.64,1327.05,1516.04,1643.92,1726.4,1791.25
H2,Heat,Electricity,OTG,1294.64,1578.99,2086.34,2397.08,2613.7,2764.99,2890.49
H2,Heat,Electricity,TRN,2835.44,2998.99,3313.62,3671.24,3859.99,3884.59,3848.89
H2,Heat,Electricity,WEL,1403.65,1826.37,2574.94,2992.33,3298.36,3538.82,3752.28
H2,Heat,Electricity,WTO,4226.6,4697.22,5559.66,6252.25,6674.7,6862.88,6963.06
H2,Heat,Fossil (LF),AKL,99.18,98.38,84.79,47.42,9.0,1.06,0.0
H2,Heat,Fossil (LF),BOP,16.94,16.8,14.48,8.1,1.54,0.18,0.0
H2,Heat,Fossil (LF),CAN,186.82,185.31,159.72,89.33,16.96,2.0,0.0
H2,Heat,Fossil (LF),CEN,14.95,14.83,12.78,7.15,1.36,0.16,0.0
H2,Heat,Fossil (LF),GIS,0.93,0.92,0.79,0.44,0.08,0.01,0.0
H2,Heat,Fossil (LF),HBY,42.15,41.81,36.03,20.15,3.83,0.45,0.0
H2,Heat,Fossil (LF),NEL,113.28,112.35,96.84,54.15,10.29,1.2,0.0
H2,Heat,Fossil (LF),NIS,4.21,4.17,3.6,2.01,0.38,0.04,0.0
H2,Heat,Fossil (LF),OTG,11.56,11.46,9.88,5.53,1.04,0.13,0.0
H2,Heat,Fossil (LF),WEL,3.31,3.28,2.83,1.58,0.3,0.04,0.0
H2,Heat,Fossil (LF),WTO,76.12,75.51,65.08,36.4,6.91,0.81,0.0
H2,Heat,Fossil (gas),AKL,4002.52,3360.16,1056.34,855.59,313.29,72.82,0.0
H2,Heat,Fossil (gas),BOP,950.25,805.55,335.03,271.36,99.36,23.1,0.0
H2,Heat,Fossil (gas),CAN,4353.21,3780.33,2505.47,2029.31,743.07,172.72,0.0
H2,Heat,Fossil (gas),CEN,1984.64,1729.71,1209.69,979.79,358.77,83.39,0.0
H2,Heat,Fossil (gas),GIS,113.19,94.75,26.86,21.75,7.97,1.85,0.0
H2,Heat,Fossil (gas),HBY,706.87,606.79,330.71,267.86,98.08,22.8,0.0
H2,Heat,Fossil (gas),NEL,474.92,403.29,174.9,141.66,51.87,12.06,0.0
H2,Heat,Fossil (gas),NIS,744.44,638.34,340.71,275.96,101.05,23.49,0.0
H2,Heat,Fossil (gas),OTG,2431.62,2115.44,1440.71,1166.92,427.29,99.32,0.0
H2,Heat,Fossil (gas),TRN,3917.61,3454.45,2819.92,2284.0,836.33,194.39,0.0
H2,Heat,Fossil (gas),WEL,941.49,776.44,98.01,79.39,29.07,6.76,0.0
H2,Heat,Fossil (gas),WTO,2709.56,2345.16,1475.06,1194.73,437.47,101.68,0.0
H2,Heat,Geothermal,AKL,19.13,21.17,22.91,24.31,25.35,26.03,26.38
H2,Heat,Geothermal,BOP,1329.42,1329.65,1318.81,1295.6,1261.06,1217.9,1168.54
H2,Heat,Geothermal,CAN,7.64,8.45,9.15,9.72,10.13,10.4,10.54
H2,Heat,Geothermal,CEN,2.83,3.13,3.39,3.6,3.75,3.85,3.9
H2,Heat,Geothermal,GIS,0.57,0.63,0.68,0.72,0.76,0.78,0.79
H2,Heat,Geothermal,HBY,1.98,2.19,2.37,2.52,2.62,2.69,2.73
H2,Heat,Geothermal,NEL,1.79,1.98,2.15,2.27,2.37,2.43,2.47
H2,Heat,Geothermal,NIS,2.16,2.39,2.58,2.74,2.86,2.94,2.98
H2,Heat,Geothermal,OTG,3.87,4.28,4.63,4.92,5.13,5.26,5.33
H2,Heat,Geothermal,TRN,1.4,1.54,1.67,1.77,1.85,1.9,1.92
H2,Heat,Geothermal,WEL,5.96,6.59,7.14,7.57,7.9,8.11,8.22
H2,Heat,Geothermal,WTO,5.58,6.17,6.68,7.09,7.39,7.59,7.69
H2,Heat,Solar,AKL,34.16,40.18,46.36,52.6,58.84,65.05,71.2
H2,Heat,Solar,BOP,6.65,7.82,9.03,10.24,11.46,12.66,13.86
H2,Heat,Solar,CAN,13.65,16.05,18.52,21.02,23.51,25.99,28.45
H2,Heat,Solar,CEN,5.05,5.94,6.86,7.78,8.71,9.62,10.53
H2,Heat,Solar,GIS,1.02,1.2,1.38,1.57,1.75,1.94,2.12
H2,Heat,Solar,HBY,3.53,4.16,4.8,5.44,6.09,6.73,7.37
H2,Heat,Solar,NEL,3.2,3.76,4.33,4.93,5.5,6.09,6.66
H2,Heat,Solar,NIS,3.85,4.53,5.23,5.94,6.64,7.34,8.03
H2,Heat,Solar,OTG,6.91,8.13,9.38,10.65,11.9,13.16,14.4
H2,Heat,Solar,TRN,2.49,2.93,3.38,3.84,4.29,4.74,5.19
H2,Heat,Solar,WEL,10.64,12.52,14.44,16.39,18.33,20.27,22.18
H2,Heat,Solar,WTO,9.96,11.71,13.51,15.33,17.15,18.96,20.76
H2,Heat,Wood,AKL,645.5,779.96,710.95,410.21,120.3,0.0,0.0
H2,Heat,Wood,BOP,125.67,151.85,138.41,79.86,23.42,0.0,0.0
H2,Heat,Wood,CAN,257.91,311.64,284.06,163.9,48.07,0.0,0.0
H2,Heat,Wood,CEN,95.5,115.4,105.19,60.69,17.8,0.0,0.0
H2,Heat,Wood,GIS,19.24,23.25,21.19,12.23,3.59,0.0,0.0
H2,Heat,Wood,HBY,66.8,80.72,73.58,42.45,12.45,0.0,0.0
H2,Heat,Wood,NEL,181.15,196.33,194.27,170.61,144.87,133.98,129.45
H2,Heat,Wood,NIS,2715.05,2787.23,2875.62,2939.06,2936.53,2930.75,2831.9
H2,Heat,Wood,OTG,130.57,157.77,143.81,82.98,24.34,0.0,0.0
H2,Heat,Wood,TRN,47.07,56.88,51.85,29.91,8.77,0.0,0.0
H2,Heat,Wood,WEL,201.1,242.99,221.49,127.8,37.48,0.0,0.0
H2,Heat,Wood,WTO,3996.75,4118.14,4236.65,4289.34,4248.33,4224.51,4082.01
H2,Power,Electricity,AKL,5025.71,6183.36,7341.02,8587.3,9833.58,11157.88,12482.19
H2,Power,Electricity,BOP,1084.32,1333.57,1582.83,1853.56,2124.28,2410.95,2697.61
H2,Power,Electricity,CAN,2704.49,3327.37,3950.24,4623.18,5296.12,6010.0,6723.88
H2,Power,Electricity,CEN,882.6,1085.78,1288.96,1508.39,1727.81,1960.52,2193.22
H2,Power,Electricity,GIS,133.89,164.77,195.65,228.77,261.89,297.12,332.36
H2,Power,Electricity,HBY,1226.63,1507.72,1788.82,2095.83,2402.84,2726.5,3050.17
H2,Power,Electricity,NEL,524.28,645.05,765.82,895.86,1025.91,1164.01,1302.1
H2,Power,Electricity,NIS,638.25,785.19,932.13,1091.25,1250.37,1418.86,1587.34
H2,Power,Electricity,OTG,3518.26,4327.2,5136.15,6015.98,6895.8,7825.47,8755.14
H2,Power,Electricity,TRN,437.47,538.17,638.88,747.67,856.47,971.85,1087.22
H2,Power,Electricity,WEL,1392.17,1712.43,2032.68,2378.06,2723.44,3090.04,3456.65
H2,Power,Electricity,WTO,2096.43,2578.41,3060.4,3583.27,4106.14,4659.52,5212.89
H2,Transport,Biofuel (LF),AKL,176.86,145.8,229.52,232.97,135.62,47.19,0.0
H2,Transport,Biofuel (LF),BOP,43.23,36.44,59.32,64.16,41.03,15.96,0.0
H2,Transport,Biofuel (LF),CAN,92.95,77.01,122.02,125.46,74.98,26.95,0.0
H2,Transport,Biofuel (LF),CEN,30.71,25.28,39.6,39.9,22.97,7.79,0.0
H2,Transport,Biofuel (LF),GIS,6.05,5.06,8.16,8.63,5.48,2.13,0.0
H2,Transport,Biofuel (LF),HBY,22.37,18.68,29.98,31.55,19.6,7.39,0.0
H2,Transport,Biofuel (LF),NEL,25.62,21.69,35.61,38.71,25.85,10.72,0.0
